"","topic","term","beta"
"15057",22,"affect",0.000289457800927651
"15058",23,"affect",0.001400152724306
"15059",24,"affect",1.42224772334581e-05
"15060",25,"affect",2.42900950763401e-05
"15061",26,"affect",0.000187221417835528
"15062",27,"affect",0.0002783713258667
"15063",28,"affect",3.6045387940307e-05
"15064",29,"affect",0.00245601694863372
"15065",30,"affect",0.000515499468037635
"15066",31,"affect",0.0012989902742558
"15067",1,"map",0.000182603811422906
"15068",2,"map",0.000595108172621847
"15069",3,"map",6.45325024885483e-06
"15070",4,"map",0.00161543739459002
"15071",5,"map",6.52696881463085e-06
"15072",6,"map",6.04505305057421e-05
"15073",7,"map",0.000830138240294886
"15074",8,"map",0.00223493569943371
"15075",9,"map",1.02197859932769e-05
"15076",10,"map",3.54502858155765e-05
"15077",11,"map",7.97943870392692e-05
"15078",12,"map",9.17295301952211e-05
"15079",13,"map",0.000290367522517474
"15080",14,"map",1.27062003533435e-05
"15081",15,"map",0.000476721814689243
"15082",16,"map",0.00126579866185477
"15083",17,"map",0.00210516643767181
"15084",18,"map",0.0012890894417843
"15085",19,"map",0.00441282873504163
"15086",20,"map",0.000740497885546905
"15087",21,"map",8.74811846522981e-05
"15088",22,"map",0.00167769813571438
"15089",23,"map",0.00265551541327169
"15090",24,"map",8.85273462535264e-05
"15091",25,"map",0.000674220908187275
"15092",26,"map",0.00168374539555231
"15093",27,"map",0.000627272383988054
"15094",28,"map",0.00157398011705698
"15095",29,"map",0.00309318201067286
"15096",30,"map",0.00146653747116011
"15097",31,"map",0.00155681435503635
"15098",1,"discover",1.75561701522149e-05
"15099",2,"discover",0.000885709368517991
"15100",3,"discover",0.000933610132426053
"15101",4,"discover",0.000374089602393016
"15102",5,"discover",2.3576936795184e-05
"15103",6,"discover",0.000147881702628228
"15104",7,"discover",1.48618724246396e-05
"15105",8,"discover",1.39381844541269e-05
"15106",9,"discover",1.02197859932769e-05
"15107",10,"discover",0.000522540641227206
"15108",11,"discover",0.00102332109300065
"15109",12,"discover",6.46131926068741e-05
"15110",13,"discover",2.79169508690462e-05
"15111",14,"discover",0.00027823871975914
"15112",15,"discover",6.21097251711676e-06
"15113",16,"discover",0.000571226889237175
"15114",17,"discover",0.000247363718103072
"15115",18,"discover",0.00928233574291745
"15116",19,"discover",9.26234876513325e-06
"15117",20,"discover",5.44878164107229e-05
"15118",21,"discover",3.26582286673988e-05
"15119",22,"discover",0.0030659384705011
"15120",23,"discover",1.26465943965651e-05
"15121",24,"discover",5.13749117434923e-05
"15122",25,"discover",6.72439742469321e-06
"15123",26,"discover",0.000127360458726858
"15124",27,"discover",0.0002783713258667
"15125",28,"discover",9.9786976162956e-06
"15126",29,"discover",0.000119745054490232
"15127",30,"discover",1.73367044972899e-05
"15128",31,"discover",9.86987035304054e-06
"15129",1,"aware",3.02521425576526e-05
"15130",2,"aware",1.39057808295589e-05
"15131",3,"aware",0.000680749164559545
"15132",4,"aware",2.81402176823771e-05
"15133",5,"aware",0.000125876744678503
"15134",6,"aware",1.6734944444499e-05
"15135",7,"aware",1.48618724246396e-05
"15136",8,"aware",0.00128828102091782
"15137",9,"aware",0.000410666828645491
"15138",10,"aware",0.000855812989666743
"15139",11,"aware",0.000811027584159338
"15140",12,"aware",0.000254427555725303
"15141",13,"aware",0.000371121544563144
"15142",14,"aware",0.00114121940782798
"15143",15,"aware",0.000411823767493087
"15144",16,"aware",0.000117083807141054
"15145",17,"aware",0.00208519006434311
"15146",18,"aware",0.0023638116335333
"15147",19,"aware",0.000614147841385531
"15148",20,"aware",8.75381180164409e-06
"15149",21,"aware",0.000608299266508842
"15150",22,"aware",0.00177024749136683
"15151",23,"aware",0.000838543100295041
"15152",24,"aware",0.000497204125863902
"15153",25,"aware",0.000603958117580687
"15154",26,"aware",0.000885599274103358
"15155",27,"aware",0.00101978607437458
"15156",28,"aware",0.000661645955716581
"15157",29,"aware",0.000544521762516322
"15158",30,"aware",1.73367044972899e-05
"15159",31,"aware",0.00111851341770941
"15160",1,"relevant",4.29481149630904e-05
"15161",2,"relevant",1.39057808295589e-05
"15162",3,"relevant",0.00125390069172363
"15163",4,"relevant",2.81402176823771e-05
"15164",5,"relevant",0.000790825495920078
"15165",6,"relevant",6.04505305057421e-05
"15166",7,"relevant",1.48618724246396e-05
"15167",8,"relevant",1.39381844541269e-05
"15168",9,"relevant",0.00150522207856154
"15169",10,"relevant",0.000368722634255113
"15170",11,"relevant",0.00128279093714003
"15171",12,"relevant",1.038051743018e-05
"15172",13,"relevant",0.000633572116211571
"15173",14,"relevant",0.0015727097518624
"15174",15,"relevant",0.000330701208497893
"15175",16,"relevant",6.36552092473931e-05
"15176",17,"relevant",0.00146592249115353
"15177",18,"relevant",0.00122191930479999
"15178",19,"relevant",9.26234876513325e-06
"15179",20,"relevant",0.000420359853283353
"15180",21,"relevant",5.24675067494919e-06
"15181",22,"relevant",0.000474556512232548
"15182",23,"relevant",0.000574256218407529
"15183",24,"relevant",1.42224772334581e-05
"15184",25,"relevant",0.000990403465916918
"15185",26,"relevant",6.74994996181864e-05
"15186",27,"relevant",1.66955322756851e-05
"15187",28,"relevant",0.00178251363964907
"15188",29,"relevant",0.000933900411540237
"15189",30,"relevant",0.000832512135745127
"15190",31,"relevant",0.00287171716701716
"15191",1,"properly",3.02521425576526e-05
"15192",2,"properly",0.000813059069543955
"15193",3,"properly",5.70254438221566e-05
"15194",4,"properly",0.00102528844420128
"15195",5,"properly",0.00058622588015344
"15196",6,"properly",0.000147881702628228
"15197",7,"properly",0.00172305997653373
"15198",8,"properly",5.0347979781661e-05
"15199",9,"properly",0.000704327993257115
"15200",10,"properly",9.81395132022756e-06
"15201",11,"properly",9.02988409216573e-06
"15202",12,"properly",0.00142043007202423
"15203",13,"properly",0.000734514643768659
"15204",14,"properly",1.27062003533435e-05
"15205",15,"properly",6.21097251711676e-06
"15206",16,"properly",1.02266113537318e-05
"15207",17,"properly",0.000467103824718729
"15208",18,"properly",1.28568390823706e-05
"15209",19,"properly",0.00271914935570452
"15210",20,"properly",0.000969167908592299
"15211",21,"properly",5.24675067494919e-06
"15212",22,"properly",0.000783054364407376
"15213",23,"properly",0.000343005196755955
"15214",24,"properly",5.13749117434923e-05
"15215",25,"properly",6.72439742469321e-06
"15216",26,"properly",0.000646155437668674
"15217",27,"properly",0.00211010188100381
"15218",28,"properly",9.9786976162956e-06
"15219",29,"properly",0.00150026935557502
"15220",30,"properly",0.0021005628065751
"15221",31,"properly",9.86987035304054e-06
"15222",1,"assume",0.000753922569667606
"15223",2,"assume",0.00103100996646606
"15224",3,"assume",0.0022990593589052
"15225",4,"assume",0.00055723927665159
"15226",5,"assume",0.000824925431881184
"15227",6,"assume",1.6734944444499e-05
"15228",7,"assume",0.00459593860617174
"15229",8,"assume",0.00048726552371207
"15230",9,"assume",0.00102468562737889
"15231",10,"assume",0.000266177296273717
"15232",11,"assume",0.00199043596661106
"15233",12,"assume",0.00155601175996596
"15234",13,"assume",0.00162280888627103
"15235",14,"assume",0.00459314216010334
"15236",15,"assume",0.00106080423945464
"15237",16,"assume",0.00139937015658892
"15238",17,"assume",0.00160575710445441
"15239",18,"assume",0.00152418492122939
"15240",19,"assume",0.00097707913695777
"15241",20,"assume",8.75381180164409e-06
"15242",21,"assume",0.0016910526472106
"15243",22,"assume",0.00118410157223465
"15244",23,"assume",0.000574256218407529
"15245",24,"assume",0.000757271167434142
"15246",25,"assume",0.00116606044243339
"15247",26,"assume",0.000706016396777345
"15248",27,"assume",0.00237177767459482
"15249",28,"assume",3.6045387940307e-05
"15250",29,"assume",0.00185424994559676
"15251",30,"assume",1.73367044972899e-05
"15252",31,"assume",0.00238185141353411
"15253",1,"face",3.02521425576526e-05
"15254",2,"face",0.00146691176031028
"15255",3,"face",0.000545889981697406
"15256",4,"face",0.00271433544014146
"15257",5,"face",0.000841975399861738
"15258",6,"face",1.6734944444499e-05
"15259",7,"face",1.48618724246396e-05
"15260",8,"face",8.67577751091951e-05
"15261",9,"face",0.000117005664033867
"15262",10,"face",0.00134290334507837
"15263",11,"face",0.000126970722337338
"15264",12,"face",0.000227311218136956
"15265",13,"face",0.00111809624848559
"15266",14,"face",0.0013071772324566
"15267",15,"face",0.000346925720296932
"15268",16,"face",0.00081165557975865
"15269",17,"face",0.000367221958075249
"15270",18,"face",1.28568390823706e-05
"15271",19,"face",0.00146098753105409
"15272",20,"face",0.000237423834847038
"15273",21,"face",0.000786473873459765
"15274",22,"face",0.00115325178701717
"15275",23,"face",0.000442112777463772
"15276",24,"face",0.00135171011959469
"15277",25,"face",0.000322906955154337
"15278",26,"face",7.63854050951541e-06
"15279",27,"face",0.0014122997647611
"15280",28,"face",0.00402424900751405
"15281",29,"face",0.000686113998525018
"15282",30,"face",0.00151182499511832
"15283",31,"face",9.86987035304054e-06
"15284",1,"advance",0.000893578266127422
"15285",2,"advance",0.00128528601287519
"15286",3,"advance",0.000630176970986243
"15287",4,"advance",0.000638639131877622
"15288",5,"advance",0.000449826136309014
"15289",6,"advance",0.00154678045658801
"15290",7,"advance",1.48618724246396e-05
"15291",8,"advance",0.00238057488074384
"15292",9,"advance",0.000731024462767263
"15293",10,"advance",8.67229548062744e-05
"15294",11,"advance",0.00123561460184196
"15295",12,"advance",0.000905219657845633
"15296",13,"advance",0.000411498555585979
"15297",14,"advance",1.27062003533435e-05
"15298",15,"advance",0.00010355804331135
"15299",16,"advance",0.000544512590290344
"15300",17,"advance",7.64723815871896e-06
"15301",18,"advance",0.000483047797972556
"15302",19,"advance",0.00126742417341556
"15303",20,"advance",0.00016882282793342
"15304",21,"advance",0.00032047874758812
"15305",22,"advance",0.002356393410499
"15306",23,"advance",4.56824546325041e-05
"15307",24,"advance",0.000125679780763561
"15308",25,"advance",0.000112118583334574
"15309",26,"advance",7.63854050951541e-06
"15310",27,"advance",0.000147533429071193
"15311",28,"advance",0.00193891378159314
"15312",29,"advance",0.00309318201067286
"15313",30,"advance",0.00200998775865867
"15314",31,"advance",9.86987035304054e-06
"15315",1,"thought",0.00104592993499267
"15316",2,"thought",5.02309303165769e-05
"15317",3,"thought",6.45325024885483e-06
"15318",4,"thought",7.79025387586893e-06
"15319",5,"thought",0.000739675591978418
"15320",6,"thought",1.6734944444499e-05
"15321",7,"thought",5.3684556608937e-05
"15322",8,"thought",0.000159577365764263
"15323",9,"thought",0.00105138209688903
"15324",10,"thought",9.81395132022756e-06
"15325",11,"thought",0.00163661345187554
"15326",12,"thought",0.000390009243667039
"15327",13,"thought",0.000613383610700154
"15328",14,"thought",1.27062003533435e-05
"15329",15,"thought",0.000833661074268096
"15330",16,"thought",3.69409103005624e-05
"15331",17,"thought",0.00118625326455179
"15332",18,"thought",0.000718143277417648
"15333",19,"thought",9.26234876513325e-06
"15334",20,"thought",8.75381180164409e-06
"15335",21,"thought",0.00103317717539181
"15336",22,"thought",0.000628805438319962
"15337",23,"thought",1.26465943965651e-05
"15338",24,"thought",0.00324648427960643
"15339",25,"thought",0.000393169745760925
"15340",26,"thought",0.00104522849839315
"15341",27,"thought",0.00163036292608695
"15342",28,"thought",0.000427045742800478
"15343",29,"thought",0.000155143113492406
"15344",30,"thought",0.000107911752413716
"15345",31,"thought",0.00191776806812912
"15346",1,"zuul",1.75561701522149e-05
"15347",2,"zuul",1.39057808295589e-05
"15348",3,"zuul",6.45325024885483e-06
"15349",4,"zuul",7.79025387586893e-06
"15350",5,"zuul",6.52696881463085e-06
"15351",6,"zuul",1.6734944444499e-05
"15352",7,"zuul",1.48618724246396e-05
"15353",8,"zuul",1.39381844541269e-05
"15354",9,"zuul",1.02197859932769e-05
"15355",10,"zuul",9.81395132022756e-06
"15356",11,"zuul",9.02988409216573e-06
"15357",12,"zuul",1.038051743018e-05
"15358",13,"zuul",7.72844535762875e-06
"15359",14,"zuul",1.27062003533435e-05
"15360",15,"zuul",6.21097251711676e-06
"15361",16,"zuul",1.02266113537318e-05
"15362",17,"zuul",7.64723815871896e-06
"15363",18,"zuul",1.28568390823706e-05
"15364",19,"zuul",0.000275411965518108
"15365",20,"zuul",8.75381180164409e-06
"15366",21,"zuul",5.24675067494919e-06
"15367",22,"zuul",0.0889517405159732
"15368",23,"zuul",1.26465943965651e-05
"15369",24,"zuul",0.000348594387823766
"15370",25,"zuul",6.72439742469321e-06
"15371",26,"zuul",7.63854050951541e-06
"15372",27,"zuul",0.000103920796806023
"15373",28,"zuul",9.9786976162956e-06
"15374",29,"zuul",1.35508774837099e-05
"15375",30,"zuul",0.00767092825343532
"15376",31,"zuul",9.86987035304054e-06
"15377",1,"authenticate",0.0177665255929542
"15378",2,"authenticate",1.39057808295589e-05
"15379",3,"authenticate",6.45325024885483e-06
"15380",4,"authenticate",7.79025387586893e-06
"15381",5,"authenticate",2.3576936795184e-05
"15382",6,"authenticate",1.6734944444499e-05
"15383",7,"authenticate",1.48618724246396e-05
"15384",8,"authenticate",5.0347979781661e-05
"15385",9,"authenticate",1.02197859932769e-05
"15386",10,"authenticate",9.81395132022756e-06
"15387",11,"authenticate",0.00156584894892844
"15388",12,"authenticate",1.038051743018e-05
"15389",13,"authenticate",7.72844535762875e-06
"15390",14,"authenticate",4.58977652790681e-05
"15391",15,"authenticate",6.21097251711676e-06
"15392",16,"authenticate",1.02266113537318e-05
"15393",17,"authenticate",7.64723815871896e-06
"15394",18,"authenticate",1.28568390823706e-05
"15395",19,"authenticate",9.26234876513325e-06
"15396",20,"authenticate",3.16208141061835e-05
"15397",21,"authenticate",5.24675067494919e-06
"15398",22,"authenticate",1.18097339703061e-05
"15399",23,"authenticate",1.26465943965651e-05
"15400",24,"authenticate",0.000199984649783629
"15401",25,"authenticate",6.72439742469321e-06
"15402",26,"authenticate",7.63854050951541e-06
"15403",27,"authenticate",0.000409209222662208
"15404",28,"authenticate",9.9786976162956e-06
"15405",29,"authenticate",8.43469954880582e-05
"15406",30,"authenticate",0.000107911752413716
"15407",31,"authenticate",9.86987035304054e-06
"15408",1,"consist",8.10360321794037e-05
"15409",2,"consist",0.0007040836210829
"15410",3,"consist",0.0003436012074042
"15411",4,"consist",2.81402176823771e-05
"15412",5,"consist",6.52696881463085e-06
"15413",6,"consist",6.04505305057421e-05
"15414",7,"consist",0.000208975293346127
"15415",8,"consist",0.0017980181555033
"15416",9,"consist",1.02197859932769e-05
"15417",10,"consist",6.10866203109255e-05
"15418",11,"consist",0.000811027584159338
"15419",12,"consist",0.000905219657845633
"15420",13,"consist",0.000673949127234406
"15421",14,"consist",1.27062003533435e-05
"15422",15,"consist",0.000282027673100776
"15423",16,"consist",0.000143798106087885
"15424",17,"consist",0.000227387344774376
"15425",18,"consist",0.000886068619878429
"15426",19,"consist",9.26234876513325e-06
"15427",20,"consist",0.000877699899374141
"15428",21,"consist",0.000731650917474866
"15429",22,"consist",0.000258608015710169
"15430",23,"consist",0.000210861755812199
"15431",24,"consist",1.42224772334581e-05
"15432",25,"consist",4.18557927279869e-05
"15433",26,"consist",2.75921935457391e-05
"15434",27,"consist",0.000801722913048731
"15435",28,"consist",0.000791979407336638
"15436",29,"consist",0.000969298470542411
"15437",30,"consist",1.73367044972899e-05
"15438",31,"consist",0.00271702271854883
"15439",1,"oauth",0.0271869371177891
"15440",2,"oauth",1.39057808295589e-05
"15441",3,"oauth",6.45325024885483e-06
"15442",4,"oauth",7.79025387586893e-06
"15443",5,"oauth",6.52696881463085e-06
"15444",6,"oauth",1.6734944444499e-05
"15445",7,"oauth",1.48618724246396e-05
"15446",8,"oauth",1.39381844541269e-05
"15447",9,"oauth",1.02197859932769e-05
"15448",10,"oauth",9.81395132022756e-06
"15449",11,"oauth",9.02988409216573e-06
"15450",12,"oauth",1.038051743018e-05
"15451",13,"oauth",7.72844535762875e-06
"15452",14,"oauth",1.27062003533435e-05
"15453",15,"oauth",6.21097251711676e-06
"15454",16,"oauth",1.02266113537318e-05
"15455",17,"oauth",7.64723815871896e-06
"15456",18,"oauth",1.28568390823706e-05
"15457",19,"oauth",9.26234876513325e-06
"15458",20,"oauth",8.75381180164409e-06
"15459",21,"oauth",1.8952489671174e-05
"15460",22,"oauth",1.18097339703061e-05
"15461",23,"oauth",1.26465943965651e-05
"15462",24,"oauth",1.42224772334581e-05
"15463",25,"oauth",6.72439742469321e-06
"15464",26,"oauth",7.63854050951541e-06
"15465",27,"oauth",0.00184842608741279
"15466",28,"oauth",9.9786976162956e-06
"15467",29,"oauth",1.35508774837099e-05
"15468",30,"oauth",1.73367044972899e-05
"15469",31,"oauth",9.86987035304054e-06
"15470",1,"admin",0.00178229633450807
"15471",2,"admin",1.39057808295589e-05
"15472",3,"admin",6.45325024885483e-06
"15473",4,"admin",0.0010863383356208
"15474",5,"admin",6.52696881463085e-06
"15475",6,"admin",1.6734944444499e-05
"15476",7,"admin",1.48618724246396e-05
"15477",8,"admin",1.39381844541269e-05
"15478",9,"admin",1.02197859932769e-05
"15479",10,"admin",3.54502858155765e-05
"15480",11,"admin",0.0136665789528831
"15481",12,"admin",1.038051743018e-05
"15482",13,"admin",7.72844535762875e-06
"15483",14,"admin",1.27062003533435e-05
"15484",15,"admin",6.21097251711676e-06
"15485",16,"admin",9.03695081942236e-05
"15486",17,"admin",7.64723815871896e-06
"15487",18,"admin",1.28568390823706e-05
"15488",19,"admin",9.26234876513325e-06
"15489",20,"admin",0.000100221821019802
"15490",21,"admin",5.24675067494919e-06
"15491",22,"admin",0.000968153075712272
"15492",23,"admin",0.000343005196755955
"15493",24,"admin",5.13749117434923e-05
"15494",25,"admin",6.72439742469321e-06
"15495",26,"admin",7.63854050951541e-06
"15496",27,"admin",0.00184842608741279
"15497",28,"admin",0.00100051292992873
"15498",29,"admin",1.35508774837099e-05
"15499",30,"admin",1.73367044972899e-05
"15500",31,"admin",9.86987035304054e-06
"15501",1,"entity",1.75561701522149e-05
"15502",2,"entity",1.39057808295589e-05
"15503",3,"entity",0.00292278307964259
"15504",4,"entity",7.79025387586893e-06
"15505",5,"entity",0.00356997027675025
"15506",6,"entity",1.6734944444499e-05
"15507",7,"entity",0.00242186829185108
"15508",8,"entity",0.000159577365764263
"15509",9,"entity",1.02197859932769e-05
"15510",10,"entity",9.81395132022756e-06
"15511",11,"entity",9.02988409216573e-06
"15512",12,"entity",1.038051743018e-05
"15513",13,"entity",7.72844535762875e-06
"15514",14,"entity",0.00947230220418486
"15515",15,"entity",0.00120682484564599
"15516",16,"entity",1.02266113537318e-05
"15517",17,"entity",0.0298723253645594
"15518",18,"entity",1.28568390823706e-05
"15519",19,"entity",0.0054290363626439
"15520",20,"entity",8.75381180164409e-06
"15521",21,"entity",5.24675067494919e-06
"15522",22,"entity",1.18097339703061e-05
"15523",23,"entity",1.26465943965651e-05
"15524",24,"entity",5.13749117434923e-05
"15525",25,"entity",6.72439742469321e-06
"15526",26,"entity",7.63854050951541e-06
"15527",27,"entity",0.0014122997647611
"15528",28,"entity",6.21120782643184e-05
"15529",29,"entity",0.0174293959065534
"15530",30,"entity",1.73367044972899e-05
"15531",31,"entity",0.00117007823386552
"15532",1,"programming",4.8601977467771e-06
"15533",2,"programming",0.000522457873647811
"15534",3,"programming",0.00046160299240857
"15535",4,"programming",7.79025387586893e-06
"15536",5,"programming",6.52696881463085e-06
"15537",6,"programming",1.6734944444499e-05
"15538",7,"programming",1.48618724246396e-05
"15539",8,"programming",0.0003052165470744
"15540",9,"programming",0.00137173973101081
"15541",10,"programming",0.000701994982694649
"15542",11,"programming",9.02988409216573e-06
"15543",12,"programming",1.038051743018e-05
"15544",13,"programming",0.000229802005983221
"15545",14,"programming",0.000344621849610589
"15546",15,"programming",0.00326733784412392
"15547",16,"programming",1.02266113537318e-05
"15548",17,"programming",4.75999848161111e-05
"15549",18,"programming",8.00269760666828e-05
"15550",19,"programming",9.26234876513325e-06
"15551",20,"programming",8.75381180164409e-06
"15552",21,"programming",0.000101186923648523
"15553",22,"programming",1.18097339703061e-05
"15554",23,"programming",0.000673363799115346
"15555",24,"programming",1.42224772334581e-05
"15556",25,"programming",6.72439742469321e-06
"15557",26,"programming",0.00421785933115271
"15558",27,"programming",1.66955322756851e-05
"15559",28,"programming",9.9786976162956e-06
"15560",29,"programming",0.00312858006967503
"15561",30,"programming",0.000243774324288356
"15562",31,"programming",0.000345041175367757
"15563",1,"reference",0.000461915204342537
"15564",2,"reference",5.02309303165769e-05
"15565",3,"reference",0.000765036153848381
"15566",4,"reference",0.00242943594685034
"15567",5,"reference",0.00234237258215042
"15568",6,"reference",1.6734944444499e-05
"15569",7,"reference",0.000674847503557696
"15570",8,"reference",0.00121546143026275
"15571",9,"reference",1.02197859932769e-05
"15572",10,"reference",8.67229548062744e-05
"15573",11,"reference",0.00250937565488982
"15574",12,"reference",0.000688288957138857
"15575",13,"reference",0.00180450543587379
"15576",14,"reference",0.00296675547874283
"15577",15,"reference",0.00179090727041139
"15578",16,"reference",6.36552092473931e-05
"15579",17,"reference",0.00240481203760225
"15580",18,"reference",0.000650973140433336
"15581",19,"reference",0.000831906618728874
"15582",20,"reference",0.00238692205147374
"15583",21,"reference",0.00037530170357302
"15584",22,"reference",0.00050540629745003
"15585",23,"reference",0.00321712503728265
"15586",24,"reference",8.85273462535264e-05
"15587",25,"reference",6.72439742469321e-06
"15588",26,"reference",4.75458465819628e-05
"15589",27,"reference",0.000147533429071193
"15590",28,"reference",0.000948379549280707
"15591",29,"reference",0.00280999753865547
"15592",30,"reference",0.000787224611786915
"15593",31,"reference",0.00114429582578747
"15594",1,"category",4.8601977467771e-06
"15595",2,"category",1.39057808295589e-05
"15596",3,"category",6.45325024885483e-06
"15597",4,"category",7.79025387586893e-06
"15598",5,"category",6.52696881463085e-06
"15599",6,"category",1.6734944444499e-05
"15600",7,"category",9.25072407932344e-05
"15601",8,"category",1.39381844541269e-05
"15602",9,"category",1.02197859932769e-05
"15603",10,"category",9.81395132022756e-06
"15604",11,"category",9.02988409216573e-06
"15605",12,"category",1.038051743018e-05
"15606",13,"category",7.72844535762875e-06
"15607",14,"category",1.27062003533435e-05
"15608",15,"category",6.21097251711676e-06
"15609",16,"category",1.02266113537318e-05
"15610",17,"category",4.75999848161111e-05
"15611",18,"category",1.28568390823706e-05
"15612",19,"category",9.26234876513325e-06
"15613",20,"category",8.75381180164409e-06
"15614",21,"category",5.24675067494919e-06
"15615",22,"category",1.18097339703061e-05
"15616",23,"category",1.26465943965651e-05
"15617",24,"category",1.42224772334581e-05
"15618",25,"category",6.72439742469321e-06
"15619",26,"category",7.63854050951541e-06
"15620",27,"category",1.66955322756851e-05
"15621",28,"category",0.0228443994214503
"15622",29,"category",1.35508774837099e-05
"15623",30,"category",1.73367044972899e-05
"15624",31,"category",9.86987035304054e-06
"15625",1,"prefer",0.000639658818018666
"15626",2,"prefer",0.000340832126212721
"15627",3,"prefer",4.01680459643893e-05
"15628",4,"prefer",2.81402176823771e-05
"15629",5,"prefer",6.52696881463085e-06
"15630",6,"prefer",0.00207136748932292
"15631",7,"prefer",0.000558379451004804
"15632",8,"prefer",0.00103341245362508
"15633",9,"prefer",0.00126495385297022
"15634",10,"prefer",6.10866203109255e-05
"15635",11,"prefer",0.00118843826654389
"15636",12,"prefer",0.000959452333022327
"15637",13,"prefer",0.000916211193371417
"15638",14,"prefer",0.00286718078396566
"15639",15,"prefer",0.00125549838104311
"15640",16,"prefer",0.000464369693449852
"15641",17,"prefer",7.64723815871896e-06
"15642",18,"prefer",0.000315122455511775
"15643",19,"prefer",0.00109805623548185
"15644",20,"prefer",5.44878164107229e-05
"15645",21,"prefer",0.000101186923648523
"15646",22,"prefer",0.000320307586145134
"15647",23,"prefer",1.26465943965651e-05
"15648",24,"prefer",0.000237137084293663
"15649",25,"prefer",0.000164815676289515
"15650",26,"prefer",0.000765877355886015
"15651",27,"prefer",0.00158675029382178
"15652",28,"prefer",0.00113084638154879
"15653",29,"prefer",0.000863104293535888
"15654",30,"prefer",0.000289061848246569
"15655",31,"prefer",0.000138781910743316
"15656",1,"entry",0.000741226597262168
"15657",2,"entry",0.004954126111064
"15658",3,"entry",0.000967324928141588
"15659",4,"entry",0.000821788806136196
"15660",5,"entry",2.3576936795184e-05
"15661",6,"entry",0.000585037563240659
"15662",7,"entry",0.00129601045050645
"15663",8,"entry",0.000268806751746866
"15664",9,"entry",3.69162555034245e-05
"15665",10,"entry",0.00467562682947373
"15666",11,"entry",0.00262731649313499
"15667",12,"entry",6.46131926068741e-05
"15668",13,"entry",0.000108670972914716
"15669",14,"entry",1.27062003533435e-05
"15670",15,"entry",6.21097251711676e-06
"15671",16,"entry",0.000223941002928376
"15672",17,"entry",0.000247363718103072
"15673",18,"entry",0.00310268314036073
"15674",19,"entry",0.000614147841385531
"15675",20,"entry",0.000191689830237959
"15676",21,"entry",0.000265655791603221
"15677",22,"entry",0.00155429899484445
"15678",23,"entry",0.00166443960619352
"15679",24,"entry",0.00101733820900438
"15680",25,"entry",0.000112118583334574
"15681",26,"entry",7.63854050951541e-06
"15682",27,"entry",6.03081645408543e-05
"15683",28,"entry",0.000739846026688615
"15684",29,"entry",1.35508774837099e-05
"15685",30,"entry",0.00214585033053331
"15686",31,"entry",6.14346865091509e-05
"15687",1,"concern",0.000220691728639219
"15688",2,"concern",0.00197546385312853
"15689",3,"concern",0.000411030798835269
"15690",4,"concern",7.79025387586893e-06
"15691",5,"concern",0.00176267367081161
"15692",6,"concern",1.6734944444499e-05
"15693",7,"concern",5.3684556608937e-05
"15694",8,"concern",0.00238057488074384
"15695",9,"concern",0.00065093505423682
"15696",10,"concern",0.00090708565865744
"15697",11,"concern",0.00668448132876892
"15698",12,"concern",1.038051743018e-05
"15699",13,"concern",0.000774891654791494
"15700",14,"concern",0.00446037590040044
"15701",15,"concern",0.00182335629400946
"15702",16,"concern",0.000143798106087885
"15703",17,"concern",0.00120622963788048
"15704",18,"concern",0.00061738807194118
"15705",19,"concern",9.26234876513325e-06
"15706",20,"concern",8.75381180164409e-06
"15707",21,"concern",0.00181440429817663
"15708",22,"concern",1.18097339703061e-05
"15709",23,"concern",1.26465943965651e-05
"15710",24,"concern",0.000162832215273595
"15711",25,"concern",0.000832312187052096
"15712",26,"concern",2.75921935457391e-05
"15713",27,"concern",0.000976173442109408
"15714",28,"concern",0.00173038025900105
"15715",29,"concern",0.000402929526507625
"15716",30,"concern",0.000515499468037635
"15717",31,"concern",0.00209824492467551
"15718",1,"doubt",3.02521425576526e-05
"15719",2,"doubt",0.00266564169338187
"15720",3,"doubt",0.000293029013830898
"15721",4,"doubt",7.79025387586893e-06
"15722",5,"doubt",0.000756725559958972
"15723",6,"doubt",1.6734944444499e-05
"15724",7,"doubt",0.000208975293346127
"15725",8,"doubt",0.000924183067642479
"15726",9,"doubt",3.69162555034245e-05
"15727",10,"doubt",0.000650722313703951
"15728",11,"doubt",9.02988409216573e-06
"15729",12,"doubt",6.46131926068741e-05
"15730",13,"doubt",0.000290367522517474
"15731",14,"doubt",1.27062003533435e-05
"15732",15,"doubt",0.000736314003473863
"15733",16,"doubt",0.000277369600822038
"15734",17,"doubt",7.64723815871896e-06
"15735",18,"doubt",0.000180782181543151
"15736",19,"doubt",9.26234876513325e-06
"15737",20,"doubt",0.000328891844065196
"15738",21,"doubt",0.000512359093535268
"15739",22,"doubt",0.00158514878006193
"15740",23,"doubt",0.000111754175104382
"15741",24,"doubt",0.00105449064351441
"15742",25,"doubt",0.000498563931670806
"15743",26,"doubt",2.75921935457391e-05
"15744",27,"doubt",0.00189203871967796
"15745",28,"doubt",0.000140312149236353
"15746",29,"doubt",1.35508774837099e-05
"15747",30,"doubt",1.73367044972899e-05
"15748",31,"doubt",0.000886471745006916
"15749",1,"profile",4.8601977467771e-06
"15750",2,"profile",1.39057808295589e-05
"15751",3,"profile",6.45325024885483e-06
"15752",4,"profile",0.011424119949327
