"","topic","term","beta"
"13181",1,"mongodb",6.17730089014906e-06
"13182",2,"mongodb",0.000495282586231144
"13183",3,"mongodb",6.57838474341011e-06
"13184",4,"mongodb",6.24949222875641e-06
"13185",5,"mongodb",5.15748376681984e-06
"13186",6,"mongodb",4.90838499408539e-06
"13187",7,"mongodb",6.06123055102647e-06
"13188",8,"mongodb",6.61056500499098e-06
"13189",9,"mongodb",5.57621854315714e-06
"13190",10,"mongodb",6.07928604864644e-06
"13191",11,"mongodb",5.3861027776132e-06
"13192",12,"mongodb",4.67567201095977e-06
"13193",13,"mongodb",6.00734097066616e-06
"13194",14,"mongodb",6.57146800023657e-06
"13195",15,"mongodb",5.52904684761394e-06
"13196",16,"mongodb",0.000350669433697608
"13197",17,"mongodb",0.00690871835330342
"13198",18,"mongodb",5.98146940777471e-06
"13199",19,"mongodb",6.02834527950423e-06
"13200",20,"mongodb",6.60009372133084e-06
"13201",1,"success",6.17730089014906e-06
"13202",2,"success",6.11459983001412e-06
"13203",3,"success",0.000598633011650319
"13204",4,"success",6.24949222875641e-06
"13205",5,"success",5.15748376681984e-06
"13206",6,"success",0.000741166134106895
"13207",7,"success",6.06123055102647e-06
"13208",8,"success",6.61056500499098e-06
"13209",9,"success",5.57621854315714e-06
"13210",10,"success",6.07928604864644e-06
"13211",11,"success",5.3861027776132e-06
"13212",12,"success",4.67567201095977e-06
"13213",13,"success",6.00734097066616e-06
"13214",14,"success",6.57146800023657e-06
"13215",15,"success",5.52904684761394e-06
"13216",16,"success",5.74867924094439e-06
"13217",17,"success",5.4787615807323e-06
"13218",18,"success",0.00341541903183936
"13219",19,"success",6.63117980745465e-05
"13220",20,"success",6.60009372133084e-06
"13221",1,"plot",6.17730089014906e-06
"13222",2,"plot",6.11459983001412e-06
"13223",3,"plot",6.57838474341011e-06
"13224",4,"plot",6.24949222875641e-06
"13225",5,"plot",5.15748376681984e-06
"13226",6,"plot",4.90838499408539e-06
"13227",7,"plot",6.06123055102647e-06
"13228",8,"plot",6.61056500499098e-06
"13229",9,"plot",6.13384039747285e-05
"13230",10,"plot",6.07928604864644e-06
"13231",11,"plot",5.3861027776132e-06
"13232",12,"plot",4.67567201095977e-06
"13233",13,"plot",6.00734097066616e-06
"13234",14,"plot",6.57146800023657e-06
"13235",15,"plot",5.52904684761394e-06
"13236",16,"plot",5.74867924094439e-06
"13237",17,"plot",5.4787615807323e-06
"13238",18,"plot",5.98146940777471e-06
"13239",19,"plot",6.02834527950423e-06
"13240",20,"plot",6.60009372133084e-06
"13241",1,"unique",6.17730089014906e-06
"13242",2,"unique",0.00856655436184979
"13243",3,"unique",6.57838474341011e-06
"13244",4,"unique",6.24949222875641e-06
"13245",5,"unique",0.000108307159103217
"13246",6,"unique",4.90838499408539e-06
"13247",7,"unique",6.06123055102647e-06
"13248",8,"unique",6.61056500499098e-06
"13249",9,"unique",5.57621854315714e-06
"13250",10,"unique",6.07928604864644e-06
"13251",11,"unique",5.3861027776132e-06
"13252",12,"unique",4.67567201095977e-06
"13253",13,"unique",6.00734097066616e-06
"13254",14,"unique",6.57146800023657e-06
"13255",15,"unique",0.000226690920752171
"13256",16,"unique",0.000695590188154271
"13257",17,"unique",0.000498567303846638
"13258",18,"unique",5.98146940777471e-06
"13259",19,"unique",6.02834527950423e-06
"13260",20,"unique",6.60009372133084e-06
"13261",1,"grant",6.17730089014906e-06
"13262",2,"grant",6.11459983001412e-06
"13263",3,"grant",6.57838474341011e-06
"13264",4,"grant",6.24949222875641e-06
"13265",5,"grant",0.00717405991964641
"13266",6,"grant",4.90838499408539e-06
"13267",7,"grant",6.06123055102647e-06
"13268",8,"grant",7.27162150549008e-05
"13269",9,"grant",5.57621854315714e-06
"13270",10,"grant",6.07928604864644e-06
"13271",11,"grant",5.3861027776132e-06
"13272",12,"grant",4.67567201095977e-06
"13273",13,"grant",6.00734097066616e-06
"13274",14,"grant",6.57146800023657e-06
"13275",15,"grant",5.52904684761394e-06
"13276",16,"grant",5.74867924094439e-06
"13277",17,"grant",5.4787615807323e-06
"13278",18,"grant",5.98146940777471e-06
"13279",19,"grant",6.02834527950423e-06
"13280",20,"grant",6.60009372133084e-06
"13281",1,"crud",6.17730089014906e-06
"13282",2,"crud",0.000250698593030579
"13283",3,"crud",6.57838474341011e-06
"13284",4,"crud",6.24949222875641e-06
"13285",5,"crud",5.15748376681984e-06
"13286",6,"crud",5.39922349349393e-05
"13287",7,"crud",6.06123055102647e-06
"13288",8,"crud",6.61056500499098e-06
"13289",9,"crud",5.57621854315714e-06
"13290",10,"crud",6.07928604864644e-06
"13291",11,"crud",0.00727662485255544
"13292",12,"crud",4.67567201095977e-06
"13293",13,"crud",6.00734097066616e-06
"13294",14,"crud",6.57146800023657e-06
"13295",15,"crud",5.52904684761394e-06
"13296",16,"crud",0.000120722264059832
"13297",17,"crud",0.000279416840617347
"13298",18,"crud",5.98146940777471e-06
"13299",19,"crud",6.02834527950423e-06
"13300",20,"crud",6.60009372133084e-06
"13301",1,"replica",6.17730089014906e-06
"13302",2,"replica",6.11459983001412e-06
"13303",3,"replica",6.57838474341011e-06
"13304",4,"replica",6.24949222875641e-06
"13305",5,"replica",5.15748376681984e-06
"13306",6,"replica",4.90838499408539e-06
"13307",7,"replica",6.06123055102647e-06
"13308",8,"replica",7.27162150549008e-05
"13309",9,"replica",5.57621854315714e-06
"13310",10,"replica",6.07928604864644e-06
"13311",11,"replica",5.3861027776132e-06
"13312",12,"replica",9.81891122301552e-05
"13313",13,"replica",0.00409099920102365
"13314",14,"replica",6.57146800023657e-06
"13315",15,"replica",5.52904684761394e-06
"13316",16,"replica",5.74867924094439e-06
"13317",17,"replica",0.000827292998690576
"13318",18,"replica",5.98146940777471e-06
"13319",19,"replica",6.02834527950423e-06
"13320",20,"replica",6.60009372133084e-06
"13321",1,"column",6.17730089014906e-06
"13322",2,"column",6.11459983001412e-06
"13323",3,"column",6.57838474341011e-06
"13324",4,"column",6.24949222875641e-06
"13325",5,"column",5.15748376681984e-06
"13326",6,"column",4.90838499408539e-06
"13327",7,"column",6.06123055102647e-06
"13328",8,"column",6.61056500499098e-06
"13329",9,"column",5.57621854315714e-06
"13330",10,"column",6.07928604864644e-06
"13331",11,"column",5.3861027776132e-06
"13332",12,"column",4.67567201095977e-06
"13333",13,"column",6.00734097066616e-06
"13334",14,"column",6.57146800023657e-06
"13335",15,"column",5.52904684761394e-06
"13336",16,"column",5.74867924094439e-06
"13337",17,"column",0.0061416917320009
"13338",18,"column",5.98146940777471e-06
"13339",19,"column",6.02834527950423e-06
"13340",20,"column",6.60009372133084e-06
"13341",1,"cost",6.17730089014906e-06
"13342",2,"cost",6.11459983001412e-06
"13343",3,"cost",6.57838474341011e-06
"13344",4,"cost",6.24949222875641e-06
"13345",5,"cost",5.15748376681984e-06
"13346",6,"cost",4.90838499408539e-06
"13347",7,"cost",6.66735360612912e-05
"13348",8,"cost",6.61056500499098e-06
"13349",9,"cost",5.57621854315714e-06
"13350",10,"cost",6.68721465351109e-05
"13351",11,"cost",0.00113646768607639
"13352",12,"cost",0.00645710304713545
"13353",13,"cost",0.00162798940305053
"13354",14,"cost",7.22861480026023e-05
"13355",15,"cost",6.08195153237533e-05
"13356",16,"cost",5.74867924094439e-06
"13357",17,"cost",5.4787615807323e-06
"13358",18,"cost",5.98146940777471e-06
"13359",19,"cost",6.63117980745465e-05
"13360",20,"cost",6.60009372133084e-06
"13361",1,"helpful",6.17730089014906e-06
"13362",2,"helpful",0.0011678885675327
"13363",3,"helpful",6.57838474341011e-06
"13364",4,"helpful",0.000756188559679526
"13365",5,"helpful",5.15748376681984e-06
"13366",6,"helpful",4.90838499408539e-06
"13367",7,"helpful",6.06123055102647e-06
"13368",8,"helpful",6.61056500499098e-06
"13369",9,"helpful",5.57621854315714e-06
"13370",10,"helpful",0.000978765053832078
"13371",11,"helpful",5.3861027776132e-06
"13372",12,"helpful",4.67567201095977e-06
"13373",13,"helpful",6.00734097066616e-06
"13374",14,"helpful",6.57146800023657e-06
"13375",15,"helpful",5.52904684761394e-06
"13376",16,"helpful",0.000178209056469276
"13377",17,"helpful",5.4787615807323e-06
"13378",18,"helpful",5.98146940777471e-06
"13379",19,"helpful",6.02834527950423e-06
"13380",20,"helpful",0.00337264789160006
"13381",1,"postgre",6.17730089014906e-06
"13382",2,"postgre",6.11459983001412e-06
"13383",3,"postgre",6.57838474341011e-06
"13384",4,"postgre",6.87444145163205e-05
"13385",5,"postgre",5.15748376681984e-06
"13386",6,"postgre",4.90838499408539e-06
"13387",7,"postgre",6.66735360612912e-05
"13388",8,"postgre",6.61056500499098e-06
"13389",9,"postgre",5.57621854315714e-06
"13390",10,"postgre",6.07928604864644e-06
"13391",11,"postgre",5.3861027776132e-06
"13392",12,"postgre",4.67567201095977e-06
"13393",13,"postgre",6.00734097066616e-06
"13394",14,"postgre",6.57146800023657e-06
"13395",15,"postgre",5.52904684761394e-06
"13396",16,"postgre",5.74867924094439e-06
"13397",17,"postgre",5.4787615807323e-06
"13398",18,"postgre",5.98146940777471e-06
"13399",19,"postgre",6.02834527950423e-06
"13400",20,"postgre",6.60009372133084e-06
"13401",1,"management",6.17730089014906e-06
"13402",2,"management",6.11459983001412e-06
"13403",3,"management",0.000401281469348016
"13404",4,"management",6.24949222875641e-06
"13405",5,"management",0.00361539612054071
"13406",6,"management",4.90838499408539e-06
"13407",7,"management",0.000369735063612615
"13408",8,"management",0.000601561415454179
"13409",9,"management",5.57621854315714e-06
"13410",10,"management",0.00219462226356137
"13411",11,"management",0.00382951907488299
"13412",12,"management",0.0125822333814928
"13413",13,"management",6.00734097066616e-06
"13414",14,"management",6.57146800023657e-06
"13415",15,"management",0.000226690920752171
"13416",16,"management",5.74867924094439e-06
"13417",17,"management",5.4787615807323e-06
"13418",18,"management",5.98146940777471e-06
"13419",19,"management",6.02834527950423e-06
"13420",20,"management",6.60009372133084e-06
"13421",1,"associate",6.79503097916396e-05
"13422",2,"associate",0.00196278654543453
"13423",3,"associate",6.57838474341011e-06
"13424",4,"associate",6.24949222875641e-06
"13425",5,"associate",0.000881929724126193
"13426",6,"associate",0.00177192698286483
"13427",7,"associate",6.06123055102647e-06
"13428",8,"associate",0.00113040661585346
"13429",9,"associate",5.57621854315714e-06
"13430",10,"associate",6.07928604864644e-06
"13431",11,"associate",5.3861027776132e-06
"13432",12,"associate",4.67567201095977e-06
"13433",13,"associate",6.00734097066616e-06
"13434",14,"associate",6.57146800023657e-06
"13435",15,"associate",5.52904684761394e-06
"13436",16,"associate",5.74867924094439e-06
"13437",17,"associate",5.4787615807323e-06
"13438",18,"associate",5.98146940777471e-06
"13439",19,"associate",6.02834527950423e-06
"13440",20,"associate",6.60009372133084e-06
"13441",1,"subscription",6.17730089014906e-06
"13442",2,"subscription",6.11459983001412e-06
"13443",3,"subscription",6.57838474341011e-06
"13444",4,"subscription",6.24949222875641e-06
"13445",5,"subscription",5.15748376681984e-06
"13446",6,"subscription",4.90838499408539e-06
"13447",7,"subscription",6.06123055102647e-06
"13448",8,"subscription",6.61056500499098e-06
"13449",9,"subscription",0.00234758800666916
"13450",10,"subscription",6.07928604864644e-06
"13451",11,"subscription",0.00248299338047969
"13452",12,"subscription",4.67567201095977e-06
"13453",13,"subscription",6.00734097066616e-06
"13454",14,"subscription",6.57146800023657e-06
"13455",15,"subscription",5.52904684761394e-06
"13456",16,"subscription",5.74867924094439e-06
"13457",17,"subscription",5.4787615807323e-06
"13458",18,"subscription",5.98146940777471e-06
"13459",19,"subscription",0.000186878703664631
"13460",20,"subscription",6.60009372133084e-06
"13461",1,"involve",6.17730089014906e-06
"13462",2,"involve",6.72605981301554e-05
"13463",3,"involve",6.57838474341011e-06
"13464",4,"involve",6.24949222875641e-06
"13465",5,"involve",0.000314606509776011
"13466",6,"involve",4.90838499408539e-06
"13467",7,"involve",0.00121830734075632
"13468",8,"involve",6.61056500499098e-06
"13469",9,"involve",5.57621854315714e-06
"13470",10,"involve",6.68721465351109e-05
"13471",11,"involve",5.3861027776132e-06
"13472",12,"involve",0.0034179162400116
"13473",13,"involve",6.00734097066616e-06
"13474",14,"involve",6.57146800023657e-06
"13475",15,"involve",5.52904684761394e-06
"13476",16,"involve",0.00339746943139814
"13477",17,"involve",5.4787615807323e-06
"13478",18,"involve",5.98146940777471e-06
"13479",19,"involve",6.02834527950423e-06
"13480",20,"involve",6.60009372133084e-06
"13481",1,"lock",0.00012972331869313
"13482",2,"lock",6.72605981301554e-05
"13483",3,"lock",6.57838474341011e-06
"13484",4,"lock",6.24949222875641e-06
"13485",5,"lock",5.15748376681984e-06
"13486",6,"lock",0.00231184933221422
"13487",7,"lock",6.06123055102647e-06
"13488",8,"lock",6.61056500499098e-06
"13489",9,"lock",0.000284387145701014
"13490",10,"lock",6.07928604864644e-06
"13491",11,"lock",5.3861027776132e-06
"13492",12,"lock",4.67567201095977e-06
"13493",13,"lock",6.60807506773278e-05
"13494",14,"lock",7.22861480026023e-05
"13495",15,"lock",5.52904684761394e-06
"13496",16,"lock",5.74867924094439e-06
"13497",17,"lock",0.00274485955194688
"13498",18,"lock",0.00108264596280722
"13499",19,"lock",6.02834527950423e-06
"13500",20,"lock",6.60009372133084e-06
"13501",1,"three",6.17730089014906e-06
"13502",2,"three",6.11459983001412e-06
"13503",3,"three",6.57838474341011e-06
"13504",4,"three",0.000381219025954141
"13505",5,"three",5.15748376681984e-06
"13506",6,"three",5.39922349349393e-05
"13507",7,"three",0.00212749192341029
"13508",8,"three",6.61056500499098e-06
"13509",9,"three",5.57621854315714e-06
"13510",10,"three",0.00116114363529147
"13511",11,"three",0.00759979101921223
"13512",12,"three",4.67567201095977e-06
"13513",13,"three",0.00162798940305053
"13514",14,"three",6.57146800023657e-06
"13515",15,"three",5.52904684761394e-06
"13516",16,"three",5.74867924094439e-06
"13517",17,"three",0.000279416840617347
"13518",18,"three",5.98146940777471e-06
"13519",19,"three",0.000247162156459674
"13520",20,"three",0.000138601968147948
"13521",1,"ms",6.17730089014906e-06
"13522",2,"ms",0.000128406596430297
"13523",3,"ms",6.57838474341011e-06
"13524",4,"ms",6.24949222875641e-06
"13525",5,"ms",5.15748376681984e-06
"13526",6,"ms",4.90838499408539e-06
"13527",7,"ms",0.0227962881024106
"13528",8,"ms",6.61056500499098e-06
"13529",9,"ms",5.57621854315714e-06
"13530",10,"ms",6.07928604864644e-06
"13531",11,"ms",5.3861027776132e-06
"13532",12,"ms",4.67567201095977e-06
"13533",13,"ms",6.00734097066616e-06
"13534",14,"ms",6.57146800023657e-06
"13535",15,"ms",5.52904684761394e-06
"13536",16,"ms",5.74867924094439e-06
"13537",17,"ms",6.02663773880552e-05
"13538",18,"ms",5.98146940777471e-06
"13539",19,"ms",6.02834527950423e-06
"13540",20,"ms",6.60009372133084e-06
"13541",1,"accessible",6.17730089014906e-06
"13542",2,"accessible",6.11459983001412e-06
"13543",3,"accessible",6.57838474341011e-06
"13544",4,"accessible",0.000131239336803885
"13545",5,"accessible",0.00124295358780358
"13546",6,"accessible",4.90838499408539e-06
"13547",7,"accessible",6.06123055102647e-06
"13548",8,"accessible",0.00423737216819921
"13549",9,"accessible",6.13384039747285e-05
"13550",10,"accessible",6.07928604864644e-06
"13551",11,"accessible",5.3861027776132e-06
"13552",12,"accessible",0.000144945832339753
"13553",13,"accessible",6.00734097066616e-06
"13554",14,"accessible",6.57146800023657e-06
"13555",15,"accessible",5.52904684761394e-06
"13556",16,"accessible",5.74867924094439e-06
"13557",17,"accessible",5.4787615807323e-06
"13558",18,"accessible",5.98146940777471e-06
"13559",19,"accessible",6.02834527950423e-06
"13560",20,"accessible",6.60009372133084e-06
"13561",1,"dispatch",6.17730089014906e-06
"13562",2,"dispatch",6.11459983001412e-06
"13563",3,"dispatch",6.57838474341011e-06
"13564",4,"dispatch",6.24949222875641e-06
"13565",5,"dispatch",5.15748376681984e-06
"13566",6,"dispatch",4.90838499408539e-06
"13567",7,"dispatch",6.06123055102647e-06
"13568",8,"dispatch",6.61056500499098e-06
"13569",9,"dispatch",5.57621854315714e-06
"13570",10,"dispatch",6.07928604864644e-06
"13571",11,"dispatch",5.3861027776132e-06
"13572",12,"dispatch",4.67567201095977e-06
"13573",13,"dispatch",6.00734097066616e-06
"13574",14,"dispatch",6.57146800023657e-06
"13575",15,"dispatch",6.08195153237533e-05
"13576",16,"dispatch",5.74867924094439e-06
"13577",17,"dispatch",5.4787615807323e-06
"13578",18,"dispatch",5.98146940777471e-06
"13579",19,"dispatch",6.02834527950423e-06
"13580",20,"dispatch",6.60009372133084e-06
"13581",1,"stream",6.17730089014906e-06
"13582",2,"stream",0.000128406596430297
"13583",3,"stream",6.57838474341011e-06
"13584",4,"stream",0.000318724103666577
"13585",5,"stream",5.15748376681984e-06
"13586",6,"stream",0.00633672502736424
"13587",7,"stream",6.06123055102647e-06
"13588",8,"stream",6.61056500499098e-06
"13589",9,"stream",0.0122174948280573
"13590",10,"stream",6.07928604864644e-06
"13591",11,"stream",5.3861027776132e-06
"13592",12,"stream",4.67567201095977e-06
"13593",13,"stream",6.00734097066616e-06
"13594",14,"stream",0.000138000828004968
"13595",15,"stream",5.52904684761394e-06
"13596",16,"stream",5.74867924094439e-06
"13597",17,"stream",5.4787615807323e-06
"13598",18,"stream",5.98146940777471e-06
"13599",19,"stream",6.02834527950423e-06
"13600",20,"stream",6.60009372133084e-06
"13601",1,"redis",6.17730089014906e-06
"13602",2,"redis",0.0104620803091542
"13603",3,"redis",6.57838474341011e-06
"13604",4,"redis",6.24949222875641e-06
"13605",5,"redis",0.00263547420484494
"13606",6,"redis",5.39922349349393e-05
"13607",7,"redis",6.06123055102647e-06
"13608",8,"redis",7.27162150549008e-05
"13609",9,"redis",0.0016784417814903
"13610",10,"redis",6.07928604864644e-06
"13611",11,"redis",5.3861027776132e-06
"13612",12,"redis",4.67567201095977e-06
"13613",13,"redis",6.00734097066616e-06
"13614",14,"redis",6.57146800023657e-06
"13615",15,"redis",0.000171400452276032
"13616",16,"redis",5.74867924094439e-06
"13617",17,"redis",5.4787615807323e-06
"13618",18,"redis",5.98146940777471e-06
"13619",19,"redis",6.02834527950423e-06
"13620",20,"redis",6.60009372133084e-06
"13621",1,"coupling",6.17730089014906e-06
"13622",2,"coupling",0.000189552594730438
"13623",3,"coupling",6.57838474341011e-06
"13624",4,"coupling",6.24949222875641e-06
"13625",5,"coupling",5.15748376681984e-06
"13626",6,"coupling",4.90838499408539e-06
"13627",7,"coupling",6.06123055102647e-06
"13628",8,"coupling",6.61056500499098e-06
"13629",9,"coupling",5.57621854315714e-06
"13630",10,"coupling",6.07928604864644e-06
"13631",11,"coupling",0.00070557946386733
"13632",12,"coupling",4.67567201095977e-06
"13633",13,"coupling",6.00734097066616e-06
"13634",14,"coupling",6.57146800023657e-06
"13635",15,"coupling",0.00746974229112643
"13636",16,"coupling",5.74867924094439e-06
"13637",17,"coupling",5.4787615807323e-06
"13638",18,"coupling",5.98146940777471e-06
"13639",19,"coupling",6.02834527950423e-06
"13640",20,"coupling",6.60009372133084e-06
"13641",1,"appear",6.17730089014906e-06
"13642",2,"appear",6.11459983001412e-06
"13643",3,"appear",0.00066441685908442
"13644",4,"appear",6.24949222875641e-06
"13645",5,"appear",5.15748376681984e-06
"13646",6,"appear",0.000446663034461771
"13647",7,"appear",6.06123055102647e-06
"13648",8,"appear",6.61056500499098e-06
"13649",9,"appear",5.57621854315714e-06
"13650",10,"appear",6.07928604864644e-06
"13651",11,"appear",5.3861027776132e-06
"13652",12,"appear",4.67567201095977e-06
"13653",13,"appear",6.00734097066616e-06
"13654",14,"appear",6.57146800023657e-06
"13655",15,"appear",5.52904684761394e-06
"13656",16,"appear",5.74867924094439e-06
"13657",17,"appear",5.4787615807323e-06
"13658",18,"appear",5.98146940777471e-06
"13659",19,"appear",0.00404501968254734
"13660",20,"appear",6.60009372133084e-06
"13661",1,"mass",6.17730089014906e-06
"13662",2,"mass",6.11459983001412e-06
"13663",3,"mass",6.57838474341011e-06
"13664",4,"mass",6.24949222875641e-06
"13665",5,"mass",5.15748376681984e-06
"13666",6,"mass",4.90838499408539e-06
"13667",7,"mass",6.06123055102647e-06
"13668",8,"mass",7.27162150549008e-05
"13669",9,"mass",5.57621854315714e-06
"13670",10,"mass",6.07928604864644e-06
"13671",11,"mass",5.3861027776132e-06
"13672",12,"mass",4.67567201095977e-06
"13673",13,"mass",6.00734097066616e-06
"13674",14,"mass",6.57146800023657e-06
"13675",15,"mass",5.52904684761394e-06
"13676",16,"mass",5.74867924094439e-06
"13677",17,"mass",5.4787615807323e-06
"13678",18,"mass",5.98146940777471e-06
"13679",19,"mass",6.02834527950423e-06
"13680",20,"mass",6.60009372133084e-06
"13681",1,"combine",0.00012972331869313
"13682",2,"combine",6.11459983001412e-06
"13683",3,"combine",6.57838474341011e-06
"13684",4,"combine",6.24949222875641e-06
"13685",5,"combine",5.15748376681984e-06
"13686",6,"combine",4.90838499408539e-06
"13687",7,"combine",0.00546116872647485
"13688",8,"combine",6.61056500499098e-06
"13689",9,"combine",0.000172862774837872
"13690",10,"combine",6.07928604864644e-06
"13691",11,"combine",0.00167507796383771
"13692",12,"combine",4.67567201095977e-06
"13693",13,"combine",6.00734097066616e-06
"13694",14,"combine",6.57146800023657e-06
"13695",15,"combine",5.52904684761394e-06
"13696",16,"combine",5.74867924094439e-06
"13697",17,"combine",5.4787615807323e-06
"13698",18,"combine",5.98146940777471e-06
"13699",19,"combine",0.00109113049559027
"13700",20,"combine",6.60009372133084e-06
"13701",1,"accept",6.17730089014906e-06
"13702",2,"accept",0.00171820255223397
"13703",3,"accept",7.23622321775112e-05
"13704",4,"accept",6.24949222875641e-06
"13705",5,"accept",0.00242917485417215
"13706",6,"accept",0.001379256183338
"13707",7,"accept",0.000733408896674203
"13708",8,"accept",0.00126261791595328
"13709",9,"accept",5.57621854315714e-06
"13710",10,"accept",6.68721465351109e-05
"13711",11,"accept",0.000113108158329877
"13712",12,"accept",4.67567201095977e-06
"13713",13,"accept",6.00734097066616e-06
"13714",14,"accept",6.57146800023657e-06
"13715",15,"accept",5.52904684761394e-06
"13716",16,"accept",5.74867924094439e-06
"13717",17,"accept",5.4787615807323e-06
"13718",18,"accept",0.00341541903183936
"13719",19,"accept",6.02834527950423e-06
"13720",20,"accept",7.26010309346392e-05
"13721",1,"payload",6.17730089014906e-06
"13722",2,"payload",6.11459983001412e-06
"13723",3,"payload",0.00138803918085953
"13724",4,"payload",6.24949222875641e-06
"13725",5,"payload",0.00263547420484494
"13726",6,"payload",4.90838499408539e-06
"13727",7,"payload",6.66735360612912e-05
"13728",8,"payload",6.61056500499098e-06
"13729",9,"payload",0.0001171005894063
"13730",10,"payload",6.68721465351109e-05
"13731",11,"payload",5.3861027776132e-06
"13732",12,"payload",4.67567201095977e-06
"13733",13,"payload",6.00734097066616e-06
"13734",14,"payload",6.57146800023657e-06
"13735",15,"payload",5.52904684761394e-06
"13736",16,"payload",5.74867924094439e-06
"13737",17,"payload",6.02663773880552e-05
"13738",18,"payload",0.00215931045620667
"13739",19,"payload",6.02834527950423e-06
"13740",20,"payload",6.60009372133084e-06
"13741",1,"pretty",6.17730089014906e-06
"13742",2,"pretty",6.11459983001412e-06
"13743",3,"pretty",6.57838474341011e-06
"13744",4,"pretty",6.24949222875641e-06
"13745",5,"pretty",5.15748376681984e-06
"13746",6,"pretty",4.90838499408539e-06
"13747",7,"pretty",0.00158198117381791
"13748",8,"pretty",0.000601561415454179
"13749",9,"pretty",0.000172862774837872
"13750",10,"pretty",6.07928604864644e-06
"13751",11,"pretty",5.3861027776132e-06
"13752",12,"pretty",5.14323921205575e-05
"13753",13,"pretty",6.00734097066616e-06
"13754",14,"pretty",6.57146800023657e-06
"13755",15,"pretty",0.00542399495750928
"13756",16,"pretty",0.000293182641288164
"13757",17,"pretty",5.4787615807323e-06
"13758",18,"pretty",5.98146940777471e-06
"13759",19,"pretty",0.00247764990987624
"13760",20,"pretty",0.000534607591427798
"13761",1,"low",6.17730089014906e-06
"13762",2,"low",6.11459983001412e-06
"13763",3,"low",0.000335497621913915
"13764",4,"low",6.24949222875641e-06
"13765",5,"low",5.15748376681984e-06
"13766",6,"low",4.90838499408539e-06
"13767",7,"low",0.000127285841571556
"13768",8,"low",6.61056500499098e-06
"13769",9,"low",5.57621854315714e-06
"13770",10,"low",0.000249250727994504
"13771",11,"low",5.3861027776132e-06
"13772",12,"low",0.00355818640034039
"13773",13,"low",0.000847035076863928
"13774",14,"low",7.22861480026023e-05
"13775",15,"low",5.52904684761394e-06
"13776",16,"low",5.74867924094439e-06
"13777",17,"low",5.4787615807323e-06
"13778",18,"low",0.00162097820950695
"13779",19,"low",0.000186878703664631
"13780",20,"low",6.60009372133084e-06
"13781",1,"masstransit",6.17730089014906e-06
"13782",2,"masstransit",6.11459983001412e-06
"13783",3,"masstransit",0.000203929927045713
"13784",4,"masstransit",6.24949222875641e-06
"13785",5,"masstransit",5.15748376681984e-06
"13786",6,"masstransit",4.90838499408539e-06
"13787",7,"masstransit",6.06123055102647e-06
"13788",8,"masstransit",6.61056500499098e-06
"13789",9,"masstransit",6.13384039747285e-05
"13790",10,"masstransit",6.07928604864644e-06
"13791",11,"masstransit",5.3861027776132e-06
"13792",12,"masstransit",4.67567201095977e-06
"13793",13,"masstransit",6.00734097066616e-06
"13794",14,"masstransit",6.57146800023657e-06
"13795",15,"masstransit",5.52904684761394e-06
"13796",16,"masstransit",5.74867924094439e-06
"13797",17,"masstransit",5.4787615807323e-06
"13798",18,"masstransit",5.98146940777471e-06
"13799",19,"masstransit",6.02834527950423e-06
"13800",20,"masstransit",6.60009372133084e-06
"13801",1,"rabbitmq",6.17730089014906e-06
"13802",2,"rabbitmq",6.11459983001412e-06
"13803",3,"rabbitmq",6.57838474341011e-06
"13804",4,"rabbitmq",6.24949222875641e-06
"13805",5,"rabbitmq",5.15748376681984e-06
"13806",6,"rabbitmq",4.90838499408539e-06
"13807",7,"rabbitmq",6.66735360612912e-05
"13808",8,"rabbitmq",6.61056500499098e-06
"13809",9,"rabbitmq",0.0226450235037612
"13810",10,"rabbitmq",6.07928604864644e-06
"13811",11,"rabbitmq",5.3861027776132e-06
"13812",12,"rabbitmq",4.67567201095977e-06
"13813",13,"rabbitmq",6.00734097066616e-06
"13814",14,"rabbitmq",6.57146800023657e-06
"13815",15,"rabbitmq",5.52904684761394e-06
"13816",16,"rabbitmq",5.74867924094439e-06
"13817",17,"rabbitmq",5.4787615807323e-06
"13818",18,"rabbitmq",5.98146940777471e-06
"13819",19,"rabbitmq",6.02834527950423e-06
"13820",20,"rabbitmq",7.26010309346392e-05
"13821",1,"debug",0.000191496327594621
"13822",2,"debug",6.11459983001412e-06
"13823",3,"debug",0.00612447619611481
"13824",4,"debug",0.00113115809340491
"13825",5,"debug",5.15748376681984e-06
"13826",6,"debug",4.90838499408539e-06
"13827",7,"debug",6.06123055102647e-06
"13828",8,"debug",6.61056500499098e-06
"13829",9,"debug",5.57621854315714e-06
"13830",10,"debug",6.07928604864644e-06
"13831",11,"debug",5.3861027776132e-06
"13832",12,"debug",5.14323921205575e-05
"13833",13,"debug",6.00734097066616e-06
"13834",14,"debug",6.57146800023657e-06
"13835",15,"debug",5.52904684761394e-06
"13836",16,"debug",5.74867924094439e-06
"13837",17,"debug",5.4787615807323e-06
"13838",18,"debug",5.98146940777471e-06
"13839",19,"debug",0.00145283121236052
"13840",20,"debug",6.60009372133084e-06
"13841",1,"convert",6.17730089014906e-06
"13842",2,"convert",0.000128406596430297
"13843",3,"convert",0.00605869234868071
"13844",4,"convert",6.24949222875641e-06
"13845",5,"convert",5.15748376681984e-06
"13846",6,"convert",4.90838499408539e-06
